customer_id,product_group,product_category,product_type,Total_quantity,Total_payment
8209,Beverages,Tea,"Brewed Black tea",46,138
5667,Beverages,Tea,"Brewed Black tea",46,138
8101,Beverages,Coffee,"Drip coffee",46,92
263,Beverages,Coffee,"Drip coffee",46,92
1000,"Whole Bean/Teas","Packaged Chocolate","Organic Chocolate",45,342
5173,Beverages,Coffee,"Drip coffee",45,90
437,Beverages,Coffee,"Drip coffee",45,112.5
5062,Beverages,"Drinking Chocolate","Hot chocolate",45,168.75
5092,Add-ons,Flavours,"Regular syrup",45,36
54,Beverages,Coffee,"Premium brewed coffee",45,139.5
8146,Beverages,Coffee,"Gourmet brewed coffee",45,112.5
5220,Beverages,Coffee,"Gourmet brewed coffee",45,112.5
410,Beverages,Coffee,"Gourmet brewed coffee",45,135
8177,Beverages,Coffee,"Gourmet brewed coffee",45,135
5568,Beverages,Tea,"Brewed Chai tea",45,139.5
5732,Beverages,"Drinking Chocolate","Hot chocolate",45,202.5
5144,Beverages,Tea,"Brewed Black tea",45,112.5
661,Beverages,Tea,"Brewed Black tea",45,112.5
8200,Beverages,Tea,"Brewed Chai tea",45,112.5
8298,Beverages,Tea,"Brewed Chai tea",45,112.5
5832,Beverages,Tea,"Brewed herbal tea",45,135
8472,Beverages,Coffee,"Barista Espresso",44,187
116,Beverages,Coffee,"Barista Espresso",44,187
608,Beverages,Tea,"Brewed herbal tea",44,132
8375,Beverages,Tea,"Brewed herbal tea",44,132
8025,Beverages,Tea,"Brewed Green tea",44,110
8475,Beverages,Coffee,"Gourmet brewed coffee",44,110
8085,Beverages,Coffee,"Gourmet brewed coffee",44,132
116,Beverages,Coffee,"Gourmet brewed coffee",44,132
5464,Beverages,Coffee,"Gourmet brewed coffee",44,132
448,Beverages,"Drinking Chocolate","Hot chocolate",44,165
5083,Add-ons,Flavours,"Sugar free syrup",44,35.2
8268,Beverages,Coffee,"Drip coffee",44,88
8120,Beverages,Coffee,"Drip coffee",44,110
5864,Beverages,Coffee,"Organic brewed coffee",44,96.8
5625,Beverages,Coffee,"Barista Espresso",44,165
8318,Beverages,Coffee,"Barista Espresso",44,165
320,Beverages,Tea,"Brewed Black tea",44,132
648,Beverages,Tea,"Brewed Black tea",44,132
8220,Beverages,Tea,"Brewed Chai tea",44,110
5099,Beverages,Tea,"Brewed Chai tea",44,110
8467,Beverages,Tea,"Brewed Chai tea",44,136.4
8060,Beverages,Tea,"Brewed Chai tea",44,136.4
420,Beverages,"Drinking Chocolate","Hot chocolate",44,198
81,Beverages,Tea,"Brewed Chai tea",43,107.5
5721,Beverages,Coffee,"Drip coffee",43,107.5
5192,Beverages,Tea,"Brewed herbal tea",43,107.5
5619,Beverages,Tea,"Brewed herbal tea",43,129
5563,Food,Bakery,Pastry,43,161.25
5375,Beverages,Coffee,"Barista Espresso",43,129
591,Beverages,Coffee,"Barista Espresso",43,161.25
28,Beverages,Coffee,"Barista Espresso",43,182.75
8247,Beverages,Coffee,"Gourmet brewed coffee",42,147
8040,Beverages,Coffee,"Premium brewed coffee",42,130.2
8022,Beverages,Coffee,"Premium brewed coffee",42,157.5
534,Beverages,Coffee,"Premium brewed coffee",42,157.5
5600,Beverages,Coffee,"Barista Espresso",42,126
8350,Beverages,Coffee,"Barista Espresso",42,126
5218,Beverages,Coffee,"Barista Espresso",42,178.5
8260,Beverages,Coffee,"Barista Espresso",42,178.5
5822,Beverages,Coffee,"Barista Espresso",42,157.5
437,Beverages,Coffee,"Barista Espresso",42,157.5
368,Beverages,Tea,"Brewed herbal tea",42,105
565,Beverages,Tea,"Brewed herbal tea",42,105
8361,Beverages,Tea,"Brewed herbal tea",42,126
5347,Beverages,Tea,"Brewed herbal tea",42,126
8394,Beverages,Tea,"Brewed Chai tea",42,126
637,Beverages,Tea,"Brewed Chai tea",42,126
8121,Beverages,Tea,"Brewed Chai tea",42,105
258,Beverages,Tea,"Brewed Chai tea",42,105
62,Beverages,Tea,"Brewed Chai tea",42,130.2
8423,Beverages,"Drinking Chocolate","Hot chocolate",42,147
5913,Beverages,Coffee,"Gourmet brewed coffee",42,84
8147,Beverages,Coffee,"Gourmet brewed coffee",42,105
5124,Beverages,Coffee,"Gourmet brewed coffee",42,105
5798,Beverages,Coffee,"Gourmet brewed coffee",42,126
73,Beverages,Coffee,"Gourmet brewed coffee",42,126
5617,Beverages,Coffee,"Drip coffee",42,105
281,Beverages,Coffee,"Drip coffee",42,126
8071,Beverages,Coffee,"Organic brewed coffee",42,92.4
319,Beverages,Coffee,"Organic brewed coffee",42,126
8370,Beverages,"Drinking Chocolate","Hot chocolate",42,157.5
8073,Beverages,"Drinking Chocolate","Hot chocolate",42,199.5
5532,Add-ons,Flavours,"Sugar free syrup",42,33.6
6000,Food,Bakery,Biscotti,42,170.52
322,Add-ons,Flavours,"Regular syrup",42,33.6
661,Add-ons,Flavours,"Regular syrup",42,33.6
26,Beverages,Tea,"Brewed Black tea",42,105
433,Beverages,Tea,"Brewed Black tea",42,126
610,Beverages,Tea,"Brewed Black tea",42,126
8037,Beverages,Tea,"Brewed Chai tea",42,105
5081,Beverages,Tea,"Brewed Chai tea",42,105
8142,Beverages,Tea,"Brewed Chai tea",42,105
255,Beverages,Tea,"Brewed Chai tea",42,105
5085,Beverages,Tea,"Brewed Chai tea",42,105
8329,Beverages,Tea,"Brewed Black tea",41,123
5806,Beverages,Tea,"Brewed Black tea",41,123
8009,Beverages,Tea,"Brewed Black tea",41,102.5
288,Beverages,Tea,"Brewed Chai tea",41,102.5
5256,Beverages,Tea,"Brewed Chai tea",41,102.5
5921,Beverages,Tea,"Brewed Chai tea",41,102.5
5629,Beverages,Coffee,"Gourmet brewed coffee",41,102.5
8440,Beverages,Coffee,"Gourmet brewed coffee",41,123
5504,Beverages,Coffee,"Barista Espresso",41,174.25
5656,Beverages,Coffee,"Barista Espresso",41,174.25
5795,Beverages,Coffee,"Barista Espresso",41,153.75
5908,Beverages,Coffee,"Premium brewed coffee",41,153.75
8406,Beverages,Coffee,"Barista Espresso",41,174.25
8396,Beverages,Coffee,"Barista Espresso",41,174.25
5585,Beverages,Tea,"Brewed Chai tea",41,104.55
115,Food,Bakery,Scone,41,184.5
6000,"Whole Bean/Teas","Packaged Chocolate","Drinking Chocolate",41,262.4
8083,Beverages,Coffee,"Organic brewed coffee",41,90.2
5711,Beverages,Coffee,"Organic brewed coffee",41,90.2
6000,Food,Bakery,Pastry,41,179.58
6000,Food,Bakery,Pastry,41,192.29
5925,Beverages,"Drinking Chocolate","Hot chocolate",40,180
8231,Beverages,"Drinking Chocolate","Hot chocolate",40,190
650,Add-ons,Flavours,"Regular syrup",40,32
5683,Add-ons,Flavours,"Regular syrup",40,32
8226,Beverages,Coffee,"Gourmet brewed coffee",40,140
5328,Beverages,Coffee,"Premium brewed coffee",40,124
16,Beverages,Coffee,"Premium brewed coffee",40,150
704,Beverages,Coffee,"Premium brewed coffee",40,150
5931,Beverages,Coffee,"Premium brewed coffee",40,150
8264,Beverages,Coffee,"Barista Espresso",40,120
5886,Beverages,Coffee,"Barista Espresso",40,120
8310,Beverages,Coffee,"Barista Espresso",40,150
5274,Beverages,Coffee,"Barista Espresso",40,150
286,Beverages,Coffee,"Barista Espresso",40,150
5548,Beverages,Coffee,"Organic brewed coffee",40,140
553,Beverages,Coffee,"Organic brewed coffee",40,140
44,Beverages,Coffee,"Gourmet brewed coffee",40,100
282,Beverages,Coffee,"Gourmet brewed coffee",40,120
707,Beverages,Coffee,"Gourmet brewed coffee",40,120
5120,Beverages,Coffee,"Gourmet brewed coffee",40,120
136,Beverages,Coffee,"Gourmet brewed coffee",40,88
8100,Beverages,Tea,"Brewed Green tea",40,120
8377,Beverages,Tea,"Brewed Green tea",40,120
8443,Beverages,Tea,"Brewed Black tea",40,100
602,Beverages,Tea,"Brewed Black tea",40,100
94,Beverages,Tea,"Brewed Black tea",40,120
8297,Beverages,Tea,"Brewed Black tea",40,120
5100,Beverages,Tea,"Brewed Black tea",40,100
411,Beverages,Tea,"Brewed Black tea",40,100
401,Beverages,Tea,"Brewed Chai tea",40,100
5576,Beverages,Tea,"Brewed Chai tea",40,100
8011,Beverages,Coffee,"Barista Espresso",40,170
69,Beverages,Coffee,"Barista Espresso",40,170
395,Beverages,Tea,"Brewed herbal tea",40,100
5585,Beverages,Tea,"Brewed herbal tea",40,100
597,Beverages,Tea,"Brewed herbal tea",40,100
8418,Beverages,Tea,"Brewed herbal tea",40,100
5013,Beverages,Tea,"Brewed herbal tea",40,120
5339,Beverages,Tea,"Brewed herbal tea",40,120
795,Beverages,Tea,"Brewed herbal tea",40,120
723,Beverages,Tea,"Brewed herbal tea",40,100
8311,"Whole Bean/Teas","Coffee beans","Premium Beans",40,1800
127,Beverages,Coffee,"Drip coffee",40,120
8365,Beverages,Tea,"Brewed Chai tea",40,120
5320,Beverages,Tea,"Brewed Chai tea",39,117
5316,Beverages,Tea,"Brewed Chai tea",39,117
762,Beverages,Tea,"Brewed Chai tea",39,156
5804,Beverages,Tea,"Brewed Chai tea",39,156
8299,Beverages,Tea,"Brewed Black tea",39,117
8397,Beverages,Coffee,"Barista Espresso",39,165.75
8205,Beverages,Coffee,"Gourmet brewed coffee",39,117
8250,Beverages,Coffee,"Gourmet brewed coffee",39,117
194,Beverages,Coffee,"Gourmet brewed coffee",39,117
6000,"Whole Bean/Teas","Coffee beans","Organic Beans",39,1092
5425,Beverages,Coffee,"Drip coffee",39,97.5
5437,Beverages,Coffee,"Barista Espresso",39,165.75
322,Beverages,Coffee,"Barista Espresso",39,165.75
15,Beverages,Coffee,"Barista Espresso",39,165.75
208,Beverages,Tea,"Brewed herbal tea",39,97.5
5612,Beverages,Tea,"Brewed herbal tea",39,97.5
8134,Beverages,Tea,"Brewed herbal tea",39,117
5651,Beverages,Tea,"Brewed herbal tea",39,117
5767,Beverages,Tea,"Brewed herbal tea",39,117
5106,Beverages,Tea,"Brewed Green tea",39,97.5
8600,Merchandise,Branded,Clothing,39,1092
8382,Beverages,Coffee,"Barista Espresso",39,117
710,Add-ons,Flavours,"Regular syrup",38,30.4
8044,Beverages,Coffee,"Gourmet brewed coffee",38,133
479,Beverages,Coffee,"Gourmet brewed coffee",38,133
790,Beverages,Coffee,"Premium brewed coffee",38,117.8
572,Beverages,Coffee,"Premium brewed coffee",38,142.5
8176,Beverages,Coffee,"Premium brewed coffee",38,142.5
5673,Beverages,Coffee,"Barista Espresso",38,114
5370,Beverages,Coffee,"Barista Espresso",38,114
8470,Beverages,Coffee,"Barista Espresso",38,114
542,Beverages,Coffee,"Barista Espresso",38,142.5
8157,Beverages,Coffee,"Barista Espresso",38,161.5
5021,Beverages,Tea,"Brewed Chai tea",38,114
799,Beverages,Tea,"Brewed Chai tea",38,114
787,Beverages,Tea,"Brewed Chai tea",38,114
8235,Beverages,Tea,"Brewed Chai tea",38,95
5187,Beverages,Tea,"Brewed Chai tea",38,152
8079,Beverages,Tea,"Brewed Chai tea",38,152
5901,Beverages,Tea,"Brewed Chai tea",38,96.9
8351,Beverages,Tea,"Brewed Chai tea",38,96.9
625,Beverages,Tea,"Brewed Chai tea",38,96.9
5615,Beverages,Tea,"Brewed Chai tea",38,96.9
5001,Beverages,Tea,"Brewed Chai tea",38,117.8
5257,Beverages,"Drinking Chocolate","Hot chocolate",38,142.5
5570,Beverages,"Drinking Chocolate","Hot chocolate",38,142.5
642,Beverages,"Drinking Chocolate","Hot chocolate",38,180.5
5301,Beverages,"Drinking Chocolate","Hot chocolate",38,180.5
8144,Beverages,"Drinking Chocolate","Hot chocolate",38,180.5
8173,Beverages,"Drinking Chocolate","Hot chocolate",38,180.5
14,Add-ons,Flavours,"Regular syrup",38,30.4
5287,Add-ons,Flavours,"Regular syrup",38,30.4
481,Beverages,Tea,"Brewed Black tea",38,95
8024,Beverages,Tea,"Brewed Black tea",38,95
8492,Beverages,Tea,"Brewed Black tea",38,95
8323,Beverages,Tea,"Brewed Black tea",38,95
136,Beverages,Tea,"Brewed Black tea",38,95
116,Beverages,Tea,"Brewed Black tea",38,95
8010,Beverages,Tea,"Brewed Black tea",38,95
472,Beverages,Tea,"Brewed Black tea",38,114
317,Beverages,Tea,"Brewed Black tea",38,114
231,Beverages,Tea,"Brewed Black tea",38,95
5847,Beverages,Tea,"Brewed Chai tea",38,95
8494,Beverages,Tea,"Brewed Chai tea",38,95
5769,Beverages,Tea,"Brewed Chai tea",38,95
5040,Beverages,Tea,"Brewed Chai tea",38,95
8450,Beverages,Coffee,"Barista Espresso",38,161.5
481,Beverages,Coffee,"Barista Espresso",38,161.5
117,Beverages,Coffee,"Barista Espresso",38,161.5
5091,Beverages,Coffee,"Barista Espresso",38,161.5
5408,Beverages,Coffee,"Barista Espresso",38,161.5
649,Beverages,Tea,"Brewed herbal tea",38,95
103,Beverages,Tea,"Brewed herbal tea",38,95
8008,Beverages,Tea,"Brewed herbal tea",38,95
5134,Beverages,Tea,"Brewed herbal tea",38,95
69,Beverages,Tea,"Brewed herbal tea",38,95
84,Beverages,Tea,"Brewed herbal tea",38,95
329,Beverages,Tea,"Brewed herbal tea",38,95
8045,Beverages,Coffee,"Organic brewed coffee",38,133
325,Beverages,Coffee,"Organic brewed coffee",38,133
340,Beverages,Coffee,"Organic brewed coffee",38,133
61,Beverages,Coffee,"Gourmet brewed coffee",38,76
5040,Beverages,Coffee,"Gourmet brewed coffee",38,95
192,Beverages,Coffee,"Gourmet brewed coffee",38,95
461,Beverages,Coffee,"Gourmet brewed coffee",38,95
8027,Beverages,Coffee,"Gourmet brewed coffee",38,95
5043,Beverages,Coffee,"Gourmet brewed coffee",38,83.6
446,Beverages,Coffee,"Gourmet brewed coffee",38,114
244,Beverages,Coffee,"Gourmet brewed coffee",38,114
5497,Beverages,Coffee,"Gourmet brewed coffee",38,133
8269,Beverages,Coffee,"Drip coffee",38,76
8006,Beverages,Coffee,"Organic brewed coffee",38,83.6
5866,Beverages,Coffee,"Organic brewed coffee",38,83.6
470,Beverages,Coffee,"Organic brewed coffee",38,114
651,Beverages,Coffee,"Drip coffee",37,111
5833,Beverages,Coffee,"Drip coffee",37,111
8068,Beverages,Coffee,"Organic brewed coffee",37,81.4
8080,Beverages,Coffee,"Organic brewed coffee",37,111
8306,Add-ons,Flavours,"Regular syrup",37,29.6
8072,Beverages,Coffee,"Barista Espresso",37,111
8285,Beverages,Coffee,"Barista Espresso",37,157.25
601,Add-ons,Flavours,"Regular syrup",37,29.6
5021,Beverages,Tea,"Brewed Chai tea",37,92.5
5150,Beverages,Tea,"Brewed Chai tea",37,148
548,Beverages,Coffee,"Gourmet brewed coffee",37,74
5528,Beverages,Coffee,"Gourmet brewed coffee",37,111
5020,Beverages,Tea,"Brewed Black tea",37,92.5
625,Beverages,Tea,"Brewed Black tea",37,111
5412,Beverages,Tea,"Brewed Black tea",37,111
5696,Beverages,Tea,"Brewed Black tea",37,111
550,Beverages,Tea,"Brewed Chai tea",37,92.5
8098,Beverages,Tea,"Brewed Chai tea",37,92.5
8096,Beverages,Tea,"Brewed Chai tea",37,92.5
5652,Beverages,Tea,"Brewed Chai tea",37,92.5
5778,Beverages,Tea,"Brewed herbal tea",37,92.5
8147,Beverages,Tea,"Brewed herbal tea",37,92.5
8501,Beverages,Tea,"Brewed herbal tea",37,111
8359,Beverages,Tea,"Brewed herbal tea",37,92.5
8378,Beverages,Coffee,"Barista Espresso",36,153
24,Beverages,Coffee,"Barista Espresso",36,153
8152,Beverages,Coffee,"Barista Espresso",36,153
5817,Beverages,Coffee,"Barista Espresso",36,135
98,Beverages,Coffee,"Barista Espresso",36,153
8072,Beverages,Tea,"Brewed herbal tea",36,90
677,Beverages,Tea,"Brewed herbal tea",36,90
5389,Beverages,Tea,"Brewed herbal tea",36,90
300,Beverages,Tea,"Brewed herbal tea",36,108
5042,Beverages,Tea,"Brewed herbal tea",36,108
5328,Beverages,Tea,"Brewed herbal tea",36,108
438,Beverages,Tea,"Brewed herbal tea",36,108
8487,Beverages,Tea,"Brewed herbal tea",36,108
5719,Beverages,Tea,"Brewed herbal tea",36,108
8331,Beverages,Tea,"Brewed herbal tea",36,108
8500,Beverages,Tea,"Brewed herbal tea",36,90
743,Add-ons,Flavours,"Regular syrup",36,28.8
8328,Beverages,Coffee,"Barista Espresso",36,108
703,Beverages,"Drinking Chocolate","Hot chocolate",36,162
8341,Beverages,"Drinking Chocolate","Hot chocolate",36,135
5702,Beverages,"Drinking Chocolate","Hot chocolate",36,135
577,Beverages,"Drinking Chocolate","Hot chocolate",36,135
408,Beverages,"Drinking Chocolate","Hot chocolate",36,171
328,Add-ons,Flavours,"Regular syrup",36,28.8
5237,Add-ons,Flavours,"Sugar free syrup",36,28.8
5704,Food,Bakery,Pastry,36,135
643,Beverages,Coffee,"Drip coffee",36,72
5498,Beverages,Coffee,"Drip coffee",36,72
5855,Beverages,Coffee,"Drip coffee",36,90
5884,Beverages,Coffee,"Drip coffee",36,90
8463,Beverages,Coffee,"Drip coffee",36,108
8370,Beverages,Coffee,"Drip coffee",36,108
8114,Beverages,Coffee,"Organic brewed coffee",36,108
5084,Beverages,Coffee,"Organic brewed coffee",36,108
5088,Beverages,Coffee,"Gourmet brewed coffee",36,126
670,Beverages,Coffee,"Gourmet brewed coffee",36,126
5440,Beverages,Coffee,"Gourmet brewed coffee",36,126
8496,Beverages,Coffee,"Gourmet brewed coffee",36,126
8486,Beverages,Coffee,"Premium brewed coffee",36,88.2
5279,Beverages,Coffee,"Premium brewed coffee",36,88.2
8202,Beverages,Coffee,"Premium brewed coffee",36,88.2
125,Beverages,Coffee,"Premium brewed coffee",36,88.2
8497,Beverages,Coffee,"Premium brewed coffee",36,88.2
229,Beverages,Coffee,"Premium brewed coffee",36,88.2
214,Beverages,Coffee,"Premium brewed coffee",36,111.6
8237,Beverages,Coffee,"Premium brewed coffee",36,135
8297,Beverages,Coffee,"Premium brewed coffee",36,135
5842,Beverages,Coffee,"Premium brewed coffee",36,135
8140,Beverages,Coffee,"Barista Espresso",36,108
328,Beverages,Coffee,"Barista Espresso",36,108
5391,Beverages,Coffee,"Barista Espresso",36,108
5932,Beverages,Coffee,"Barista Espresso",36,135
5799,Beverages,Coffee,"Barista Espresso",36,135
5627,Beverages,Coffee,"Barista Espresso",36,135
665,Beverages,Coffee,"Barista Espresso",36,135
5860,Beverages,Coffee,"Barista Espresso",36,135
5577,Beverages,Coffee,"Barista Espresso",36,135
8285,Beverages,Coffee,"Barista Espresso",36,135
204,Beverages,Coffee,"Barista Espresso",36,135
8382,Beverages,Tea,"Brewed Green tea",36,90
642,Beverages,Tea,"Brewed Green tea",36,90
84,Beverages,Tea,"Brewed Green tea",36,108
223,Beverages,Tea,"Brewed Green tea",36,108
640,Beverages,Tea,"Brewed Black tea",36,90
5405,Beverages,Tea,"Brewed Black tea",36,108
8019,Beverages,Tea,"Brewed Black tea",36,108
8408,Beverages,Tea,"Brewed Black tea",36,108
8481,Beverages,Tea,"Brewed Black tea",36,108
5831,Beverages,Tea,"Brewed Black tea",36,90
226,Beverages,Tea,"Brewed Black tea",36,90
5154,Beverages,Tea,"Brewed Black tea",36,108
145,Beverages,Tea,"Brewed Black tea",36,108
548,Beverages,Tea,"Brewed Black tea",36,108
205,Beverages,Tea,"Brewed Black tea",36,108
5876,Beverages,Tea,"Brewed Chai tea",36,90
558,Beverages,Tea,"Brewed Chai tea",36,90
319,Beverages,Tea,"Brewed Chai tea",36,90
8154,Beverages,Tea,"Brewed Chai tea",36,90
5455,Beverages,Tea,"Brewed Chai tea",36,90
602,Beverages,Tea,"Brewed Chai tea",36,90
476,Beverages,Tea,"Brewed Chai tea",36,108
3,Beverages,Tea,"Brewed Chai tea",36,108
8082,Beverages,Tea,"Brewed Chai tea",36,90
5930,Beverages,Tea,"Brewed Chai tea",36,91.8
8434,Beverages,Tea,"Brewed Chai tea",36,91.8
643,Beverages,Tea,"Brewed Chai tea",36,111.6
5707,Beverages,Tea,"Brewed Chai tea",36,111.6
5632,Beverages,Tea,"Brewed Chai tea",36,111.6
64,Beverages,Tea,"Brewed Chai tea",36,111.6
5033,Beverages,Coffee,"Organic brewed coffee",36,126
424,Beverages,Coffee,"Organic brewed coffee",36,126
8230,Beverages,Coffee,"Organic brewed coffee",36,126
8130,Beverages,Coffee,"Organic brewed coffee",36,126
699,Beverages,Coffee,"Gourmet brewed coffee",36,72
1,Beverages,Coffee,"Gourmet brewed coffee",36,72
8494,Beverages,Coffee,"Gourmet brewed coffee",36,72
466,Beverages,Coffee,"Gourmet brewed coffee",36,72
88,Beverages,Coffee,"Gourmet brewed coffee",36,72
8429,Beverages,Coffee,"Gourmet brewed coffee",36,90
5432,Beverages,Coffee,"Gourmet brewed coffee",36,108
8150,Beverages,Coffee,"Gourmet brewed coffee",36,108
391,Beverages,Coffee,"Gourmet brewed coffee",36,108
149,Beverages,Coffee,"Gourmet brewed coffee",36,108
8495,Beverages,Coffee,"Gourmet brewed coffee",36,108
8141,Beverages,Coffee,"Gourmet brewed coffee",36,108
214,Beverages,Coffee,"Gourmet brewed coffee",36,79.2
8286,Beverages,Coffee,"Gourmet brewed coffee",36,108
53,Beverages,Coffee,"Gourmet brewed coffee",36,108
8219,Beverages,Coffee,"Gourmet brewed coffee",35,105
8066,Beverages,Coffee,"Gourmet brewed coffee",35,105
652,Beverages,Coffee,"Drip coffee",35,70
8101,Beverages,Coffee,"Drip coffee",35,105
5944,Beverages,Coffee,"Organic brewed coffee",35,77
5509,Beverages,Coffee,"Barista Espresso",35,148.75
8319,Beverages,Coffee,"Barista Espresso",35,148.75
769,Beverages,Tea,"Brewed herbal tea",35,87.5
247,Beverages,Tea,"Brewed herbal tea",35,105
5362,Add-ons,Flavours,"Regular syrup",35,28
81,Add-ons,Flavours,"Regular syrup",35,28
5880,Beverages,Coffee,"Premium brewed coffee",35,85.75
8252,Beverages,Coffee,"Premium brewed coffee",35,108.5
765,Beverages,Coffee,"Barista Espresso",35,148.75
5815,Beverages,Tea,"Brewed Green tea",35,105
5412,Beverages,Tea,"Brewed Green tea",35,105
8022,Beverages,Tea,"Brewed Black tea",35,87.5
209,Beverages,Tea,"Brewed Black tea",35,87.5
437,Beverages,Tea,"Brewed Black tea",35,105
716,Beverages,Tea,"Brewed Black tea",35,105
8025,Beverages,Tea,"Brewed Black tea",35,105
8349,Beverages,Tea,"Brewed Chai tea",35,87.5
8378,Beverages,Tea,"Brewed Chai tea",35,87.5
60,Beverages,Tea,"Brewed Green tea",34,85
8209,Beverages,Tea,"Brewed Green tea",34,85
351,Beverages,Tea,"Brewed Green tea",34,85
8045,Beverages,Tea,"Brewed Green tea",34,102
5126,Beverages,Tea,"Brewed Green tea",34,102
222,Beverages,Tea,"Brewed Green tea",34,102
8308,Beverages,Tea,"Brewed Black tea",34,85
8454,Beverages,Tea,"Brewed Black tea",34,85
224,Beverages,Tea,"Brewed Black tea",34,85
8327,Beverages,Tea,"Brewed Black tea",34,85
763,Beverages,Tea,"Brewed Black tea",34,85
5601,Beverages,Tea,"Brewed Black tea",34,85
791,Beverages,Tea,"Brewed Black tea",34,102
5504,Beverages,Tea,"Brewed Black tea",34,102
8458,Beverages,Tea,"Brewed Black tea",34,102
315,Beverages,Tea,"Brewed Black tea",34,102
5829,Beverages,Tea,"Brewed Black tea",34,102
777,Beverages,Tea,"Brewed Chai tea",34,85
5944,Beverages,Tea,"Brewed Chai tea",34,85
310,Beverages,Tea,"Brewed Chai tea",34,85
205,Beverages,Tea,"Brewed Chai tea",34,85
5333,Beverages,Tea,"Brewed Chai tea",34,85
8101,Beverages,Coffee,"Barista Espresso",34,144.5
5294,Beverages,Coffee,"Barista Espresso",34,144.5
5644,Beverages,Coffee,"Barista Espresso",34,127.5
8167,Beverages,Coffee,"Barista Espresso",34,127.5
746,Beverages,Coffee,"Barista Espresso",34,127.5
99,Beverages,Tea,"Brewed herbal tea",34,85
194,Beverages,Tea,"Brewed herbal tea",34,85
8384,Beverages,Tea,"Brewed herbal tea",34,85
8300,Beverages,Tea,"Brewed herbal tea",34,85
8347,Beverages,Tea,"Brewed herbal tea",34,85
8033,Beverages,Tea,"Brewed herbal tea",34,85
5107,Beverages,Tea,"Brewed herbal tea",34,85
320,Beverages,Tea,"Brewed herbal tea",34,102
8370,Beverages,Tea,"Brewed herbal tea",34,102
5711,Beverages,Tea,"Brewed herbal tea",34,102
8024,Beverages,Tea,"Brewed herbal tea",34,102
785,Beverages,Tea,"Brewed herbal tea",34,102
491,Beverages,Tea,"Brewed herbal tea",34,102
5792,Beverages,Tea,"Brewed herbal tea",34,85
496,Beverages,Tea,"Brewed herbal tea",34,85
156,Beverages,Tea,"Brewed herbal tea",34,85
5225,Beverages,Tea,"Brewed Green tea",34,85
8134,Beverages,Coffee,"Organic brewed coffee",34,119
5171,Beverages,Coffee,"Gourmet brewed coffee",34,68
162,Beverages,Coffee,"Gourmet brewed coffee",34,68
8288,Beverages,Coffee,"Gourmet brewed coffee",34,85
5812,Beverages,Coffee,"Gourmet brewed coffee",34,85
478,Beverages,Coffee,"Gourmet brewed coffee",34,85
5554,Beverages,Coffee,"Gourmet brewed coffee",34,85
182,Beverages,Coffee,"Gourmet brewed coffee",34,102
387,Beverages,Coffee,"Gourmet brewed coffee",34,102
8118,Beverages,Coffee,"Gourmet brewed coffee",34,102
5223,Beverages,Coffee,"Gourmet brewed coffee",34,102
8383,Beverages,Coffee,"Gourmet brewed coffee",34,102
628,Beverages,Coffee,"Gourmet brewed coffee",34,102
5480,Beverages,Coffee,"Gourmet brewed coffee",34,74.8
101,Beverages,Coffee,"Gourmet brewed coffee",34,74.8
5586,Beverages,Coffee,"Gourmet brewed coffee",34,102
8422,Beverages,Coffee,"Gourmet brewed coffee",34,102
5347,Beverages,Coffee,"Barista Espresso",34,102
8336,Beverages,Coffee,"Drip coffee",34,68
8375,Beverages,Coffee,"Drip coffee",34,68
95,Beverages,Coffee,"Drip coffee",34,68
236,Beverages,Coffee,"Drip coffee",34,85
8192,Beverages,Coffee,"Drip coffee",34,85
161,Beverages,Coffee,"Drip coffee",34,85
8380,Beverages,Coffee,"Drip coffee",34,85
5284,Beverages,Coffee,"Drip coffee",34,85
5844,Beverages,Coffee,"Drip coffee",34,102
5006,Beverages,Coffee,"Drip coffee",34,102
5909,Beverages,Coffee,"Drip coffee",34,102
8039,Beverages,Coffee,"Organic brewed coffee",34,74.8
8190,Beverages,Coffee,"Organic brewed coffee",34,74.8
8176,Beverages,Coffee,"Organic brewed coffee",34,74.8
8448,Beverages,Coffee,"Organic brewed coffee",34,102
5852,Beverages,Coffee,"Organic brewed coffee",34,102
8029,Beverages,Coffee,"Gourmet brewed coffee",34,119
773,Beverages,Coffee,"Gourmet brewed coffee",34,119
653,Beverages,Coffee,"Gourmet brewed coffee",34,119
624,Beverages,Coffee,"Premium brewed coffee",34,83.3
8256,Beverages,Coffee,"Premium brewed coffee",34,105.4
356,Beverages,Coffee,"Premium brewed coffee",34,105.4
237,Beverages,Coffee,"Premium brewed coffee",34,105.4
5944,Beverages,Coffee,"Premium brewed coffee",34,105.4
5934,Beverages,Coffee,"Premium brewed coffee",34,127.5
8335,Beverages,Coffee,"Premium brewed coffee",34,127.5
5136,Beverages,Coffee,"Barista Espresso",34,102
8364,Beverages,Coffee,"Barista Espresso",34,102
8091,Beverages,Coffee,"Barista Espresso",34,102
8267,Beverages,Coffee,"Barista Espresso",34,102
788,Beverages,Coffee,"Barista Espresso",34,127.5
8001,Beverages,Coffee,"Barista Espresso",34,127.5
8080,Beverages,Coffee,"Barista Espresso",34,127.5
8268,Beverages,Coffee,"Barista Espresso",34,127.5
438,Beverages,Coffee,"Barista Espresso",34,127.5
610,Beverages,Coffee,"Barista Espresso",34,127.5
